InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes,net Correction,Coverage Depth,Ratio
0,0.1,6,-1.0,4973,161,13,0.032,0.003,-0.026000000000000002,1,-1
0,0.1,5,-1.0,4973,1852,99,0.372,0.02,-0.332,1,-1
0,0.1,4,-1.0,4973,12664,588,2.546,0.118,-2.3099999999999996,1,-1
0,0.1,3,-1.0,4973,26636,1429,5.355,0.287,-4.781000000000001,1,-1
0,0.1,6,-1.0,5056,189,12,0.037,0.002,-0.033,1,-1
0,0.1,5,-1.0,5056,2008,99,0.397,0.02,-0.35700000000000004,1,-1
0,0.1,4,-1.0,5056,12869,648,2.545,0.128,-2.2889999999999997,1,-1
0,0.1,3,-1.0,5056,26699,1440,5.28,0.285,-4.71,1,-1
0,0.1,6,-1.0,5038,6172,22,1.225,0.004,-1.217,1,-1
0,0.1,5,-1.0,5038,6799,134,1.349,0.027,-1.295,1,-1
0,0.1,4,-1.0,5038,15966,703,3.168,0.14,-2.888,1,-1
0,0.1,3,-1.0,5038,28544,1491,5.665,0.296,-5.073,1,-1
0,0.1,6,-1.0,5042,4054,214,0.804,0.042,-0.7200000000000001,1,-1
0,0.1,5,-1.0,5042,3404,167,0.675,0.033,-0.609,1,-1
0,0.1,4,-1.0,5042,2284,104,0.453,0.021,-0.41100000000000003,1,-1
0,0.1,3,-1.0,5042,299,20,0.059,0.004,-0.051,1,-1
0,0.1,3,-1.0,5000,295,26,0.059,0.005,-0.048999999999999995,1,-1
0,0.1,2,-1.0,5000,4,1,0.001,0.0,-0.001,1,-1
0,0.1,3,-1.0,514,162,4,0.315,0.008,-0.299,1,-1
0,0.1,2,-1.0,514,14,2,0.027,0.004,-0.019,1,-1
0,0.01,5,-1.0,5017,0,0,0.0,0.0
0,0.01,4,-1.0,5017,0,0,0.0,0.0
0,0.01,3,-1.0,5017,0,0,0.0,0.0
0,0.1,4,-1.0,50461,550,45,0.011,0.001
0,0.1,3,-1.0,50461,88,8,0.002,0.0
0,0.1,3,-1.0,50542,92,7,0.002,0.0
0,0.1,4,-1.0,50403,582,33,0.012,0.001
0,0.1,3,-1.0,50403,105,5,0.002,0.0
0,0.1,3,-1.0,50815,73,8,0.001,0.0
0,0.1,8,-1.0,461,0,0,0.0,0.0
0,0.1,7,-1.0,461,0,0,0.0,0.0
0,0.1,6,-1.0,461,0,0,0.0,0.0
0,0.1,5,-1.0,461,0,0,0.0,0.0
0,0.1,4,-1.0,461,0,0,0.0,0.0
0,0.1,3,-1.0,461,0,0,0.0,0.0
0,0.1,2,-1.0,50259,0,0,0.0,0.0
0,0.1,2,-1.0,9936,3,1,0.0,0.0
0,0.1,2,-1.0,10027,0,0,0.0,0.0
0,0.1,1,-1.0,10027,0,0,0.0,0.0
0,0.1,2,-1.0,10159,0,0,0.0,0.0
0,0.1,1,-1.0,10159,0,0,0.0,0.0
0,0.1,1,-1.0,10306,0,0,0.0,0.0
0,0.1,5,-1.0,10305,0,0,0.0,0.0
0,0.1,2,-1.0,10095,0,0,0.0,0.0
0,0.1,2,-1.0,10155,2,0,0.0,0.0
0,0.1,2,-1.0,10115,1,0,0.0,0.0
